Cluster,Household,Person_ID,Age,State,Residence,Education,Edu_Years,Wealth,Marital_Status,Religion,Caste,Media_Exposure
24313,45,2,32,11,2,1,5,3,0,5,991,1
82913,99,1,52,22,2,0,0,3,1,1,991,0
82613,45,4,16,22,2,1,4,2,0,1,991,0
44220,2,9,16,23,2,2,7,1,0,2,991,2
50004,42,1,37,27,2,0,0,3,1,5,991,1
4712,68,5,18,3,2,2,10,1,0,4,991,2
18427,74,1,24,9,2,2,8,2,1,1,991,2
8423,11,9,16,6,2,2,8,3,0,1,991,1
22434,38,6,18,10,2,2,8,1,0,1,991,2
20533,34,1,37,10,2,0,0,1,1,2,991,0
87623,23,1,32,17,2,2,12,4,1,3,993,2
5024,63,4,17,3,2,2,9,4,0,4,991,2
34441,36,1,26,19,2,0,0,1,1,1,992,0
55003,7,1,31,28,2,2,11,5,1,1,991,2
91323,23,2,35,36,2,3,15,5,1,1,991,2
92403,25,1,40,9,2,2,8,3,1,2,991,1
55021,6,4,23,28,2,2,7,3,0,1,991,0
34912,56,6,29,20,2,2,8,4,1,1,991,2
80525,79,3,30,12,2,0,0,1,1,3,992,0
43125,83,3,21,23,2,0,0,1,0,1,991,0
49321,33,1,46,24,2,2,12,3,1,1,991,2
57916,3,3,35,29,2,2,7,3,1,1,993,0
43222,96,1,47,23,2,1,5,2,1,1,991,1
44533,84,4,25,23,2,2,8,1,1,1,991,1
16005,8,3,30,9,2,3,15,2,1,1,991,2
11506,27,6,24,8,2,2,9,4,1,1,991,2
5835,32,5,30,5,2,3,15,4,0,1,991,2
61102,71,2,27,33,2,3,14,4,0,3,991,2
24734,48,1,25,12,2,0,0,2,1,3,992,0
27413,34,1,45,14,2,0,0,1,1,3,992,2
21312,45,4,19,10,2,2,10,1,0,2,991,2
49231,7,6,23,24,2,1,5,2,1,1,992,2
42732,75,1,45,23,2,1,5,1,1,1,991,0
49427,46,3,18,25,2,2,8,3,0,1,991,0
35929,81,1,49,20,2,0,0,1,1,1,991,0
23902,96,2,17,10,2,2,11,1,0,1,991,2
91505,59,1,46,16,2,2,8,2,1,1,991,0
24329,78,1,28,11,2,3,15,4,0,1,992,2
36506,86,1,30,20,2,1,3,1,1,1,992,1
44111,86,1,42,23,2,0,0,2,1,1,991,0
58511,24,7,34,30,2,2,7,4,0,1,991,1
19023,6,1,34,9,2,3,15,3,1,1,991,2
57411,14,1,45,29,2,2,7,4,1,1,991,2
10030,63,2,35,8,2,2,6,3,1,2,991,1
55929,29,1,53,29,2,0,0,1,3,1,991,0
31731,57,1,44,18,2,0,0,1,1,2,993,0
26642,77,1,46,13,2,0,0,1,1,3,992,0
24719,91,3,40,12,2,1,4,2,1,3,992,1
35230,52,3,29,20,2,0,0,1,0,1,991,0
21838,23,5,16,10,2,2,11,2,0,1,991,2
25503,12,1,52,12,2,2,7,3,1,3,992,2
39508,75,5,28,21,2,2,10,3,0,1,991,2
30340,1,3,29,18,2,2,6,2,0,1,991,1
56112,35,3,19,29,2,2,12,2,0,1,991,2
39617,25,4,22,21,2,2,12,2,0,3,992,2
32528,67,1,47,18,2,0,0,1,1,2,993,0
33105,54,3,19,19,2,2,10,2,0,1,991,2
85408,43,9,28,24,2,2,7,3,0,1,991,0
46541,92,1,29,23,2,0,0,1,1,1,992,0
55308,95,4,18,28,2,3,13,5,0,1,991,2
83137,98,2,30,22,2,1,4,1,1,1,992,0
85512,56,4,24,24,2,2,11,4,0,1,991,2
16634,57,6,19,9,2,2,11,4,0,1,991,2
44344,18,1,45,23,2,2,7,2,1,1,991,1
20032,22,2,18,9,2,3,14,1,0,1,991,2
20717,92,1,34,10,2,1,3,2,1,1,991,1
41829,20,1,38,23,2,1,5,2,1,1,991,2
59822,81,1,49,32,2,3,15,4,1,1,991,2
63831,48,3,34,35,2,0,0,2,0,3,992,0
30342,96,3,15,18,2,2,10,1,0,2,993,2
6843,16,2,30,5,2,2,12,5,1,1,991,2
34321,70,8,21,19,2,2,12,2,0,1,993,2
81413,34,3,17,18,2,2,11,2,0,1,991,2
45507,90,3,30,23,2,1,5,1,1,1,991,1
40403,94,1,50,22,2,2,12,5,1,1,991,2
50709,9,3,23,27,2,3,15,5,0,1,992,2
55308,27,1,43,28,2,0,0,3,1,1,991,0
85139,37,1,48,24,2,2,9,4,3,1,991,2
43243,29,4,20,23,2,3,13,3,0,1,991,2
23431,20,1,42,10,2,2,9,2,1,1,991,2
20635,42,10,19,10,2,2,10,2,0,1,991,2
16706,90,1,36,9,2,2,9,1,1,1,991,2
44843,1,1,40,23,2,2,8,2,1,1,991,1
28227,90,1,42,15,2,2,7,3,1,3,992,1
28437,98,3,15,15,2,2,8,4,0,3,992,2
52106,27,3,28,27,2,3,15,5,1,1,991,2
12309,80,1,54,8,2,0,0,4,1,1,991,0
55028,84,1,52,28,2,1,5,4,1,1,991,1
83337,77,7,22,22,2,3,14,3,0,1,991,2
81604,69,3,30,18,2,2,8,2,0,1,991,2
58509,14,4,20,30,2,2,12,4,0,3,993,2
37640,16,1,40,21,2,1,1,1,1,1,991,0
41528,19,5,20,22,2,2,12,1,0,1,991,2
32418,2,1,52,18,2,2,7,1,1,1,991,1
6505,93,5,15,5,2,2,9,1,0,1,991,2
49111,1,4,17,24,2,2,9,2,0,1,992,2
43105,85,5,17,23,2,2,12,4,0,1,991,2
48823,33,1,52,24,2,0,0,1,5,1,992,0
15507,27,1,51,9,2,2,7,2,1,1,991,2
82531,14,4,18,22,2,2,11,2,0,1,992,2
52512,35,1,43,27,2,2,8,4,1,1,991,1
5601,44,6,23,5,2,2,9,2,1,1,992,2
90942,77,1,54,36,2,1,5,4,1,1,991,0
719,48,4,16,1,2,2,9,5,0,1,991,2
42224,86,1,45,23,2,2,10,3,1,1,991,2
84906,66,3,27,24,2,3,15,3,1,1,991,2
37106,61,1,42,21,2,1,4,1,1,1,991,0
10233,59,3,38,8,2,2,10,4,1,1,991,2
82602,34,4,18,22,2,2,12,1,0,1,991,2
15135,79,5,21,9,2,3,14,4,0,1,991,2
50931,29,1,38,27,2,2,10,4,1,1,991,2
88404,29,3,33,36,2,2,10,4,1,1,991,2
5019,6,4,23,3,2,2,11,5,0,4,991,2
34330,33,1,38,19,2,1,4,1,1,2,992,2
20923,90,4,15,10,2,1,5,1,0,1,991,2
54218,4,1,51,28,2,0,0,2,1,1,991,0
44709,73,1,46,23,2,2,10,1,1,1,992,2
23222,53,3,19,10,2,2,12,3,0,2,991,2
54813,45,3,29,28,2,3,16,4,1,1,991,2
12043,3,1,24,8,2,1,5,1,1,1,991,1
42412,31,1,52,23,2,0,0,1,1,1,991,0
40541,70,6,18,22,2,2,11,4,0,1,991,2
90421,70,3,29,36,2,2,12,3,0,1,991,2
12144,36,5,19,8,2,2,12,2,0,1,991,2
50840,3,7,17,27,2,2,11,1,0,1,992,2
81825,55,5,16,18,2,2,9,2,0,2,991,2
5632,33,2,32,5,2,2,12,2,1,1,991,2
38507,22,3,20,21,2,1,5,1,0,1,991,0
34129,29,1,42,19,2,2,7,1,1,2,991,1
39318,83,5,30,21,2,2,10,3,0,1,991,2
21535,69,8,20,10,2,2,8,2,0,1,991,2
36640,30,1,52,20,2,0,0,1,1,1,992,0
81937,90,2,16,18,2,2,8,1,0,3,993,2
11034,3,4,15,8,2,2,7,3,0,1,991,2
12134,31,4,22,8,2,2,7,3,0,1,991,3
20110,14,3,18,9,2,2,9,2,0,1,991,2
10134,31,2,40,8,2,2,12,4,1,1,991,2
12040,77,11,23,8,2,1,5,2,1,1,991,1
56932,46,2,48,29,2,1,2,2,1,1,991,0
85234,26,1,45,24,2,0,0,1,1,1,992,0
58232,9,2,54,29,2,2,12,3,1,1,991,2
813,93,5,16,1,2,2,10,2,0,2,991,2
7132,19,1,42,6,2,0,0,4,1,1,991,0
21925,79,2,30,10,2,0,0,1,5,1,991,0
20819,91,5,18,10,2,2,8,1,0,1,991,2
47118,27,1,48,24,2,2,12,3,1,1,991,2
41327,30,2,19,22,2,1,5,1,0,1,992,1
342,96,3,19,37,2,2,11,2,0,2,992,2
80243,16,3,27,12,2,1,5,3,0,3,992,2
13731,97,4,20,9,2,2,12,4,0,1,991,2
44742,87,9,25,23,2,2,8,4,0,1,991,1
8427,30,7,32,6,2,2,10,2,0,1,991,2
32102,78,5,19,18,2,2,11,3,0,1,991,2
24213,34,1,36,11,2,0,0,3,1,1,991,0
10334,29,2,31,8,2,2,8,4,1,1,991,1
30836,91,3,25,18,2,0,0,1,0,1,992,2
39236,23,1,30,21,2,2,9,4,1,1,991,2
51306,86,4,16,27,2,2,11,2,0,5,991,2
8403,41,3,26,6,2,2,12,4,0,1,991,2
44120,83,2,40,23,2,2,9,5,1,1,991,2
29505,45,1,26,17,2,2,10,3,1,3,992,2
3124,62,1,34,2,2,2,9,3,1,1,991,2
20005,4,8,15,9,2,2,9,5,0,1,991,2
92243,35,1,32,9,2,2,10,3,1,1,991,2
26609,75,1,34,13,2,3,15,2,1,3,992,2
60521,73,3,26,33,2,3,14,4,0,1,991,2
4930,79,1,40,3,2,2,12,5,1,3,991,2
38004,96,1,54,21,2,2,11,2,1,1,991,2
29524,63,1,26,17,2,3,15,2,1,3,992,2
92606,67,3,17,9,2,2,8,3,0,1,991,2
7131,57,4,19,6,2,3,13,5,0,1,991,2
40542,66,3,23,22,2,2,12,2,0,1,992,2
60611,6,2,45,33,2,2,7,2,1,1,991,2
14805,93,4,15,9,2,2,8,1,0,1,991,2
16933,59,3,23,9,2,2,12,4,1,1,991,2
58740,3,2,21,31,2,2,11,3,0,2,991,2
45843,67,1,31,23,2,2,7,4,1,1,991,2
60630,61,3,24,33,2,3,14,4,0,1,991,2
20217,73,1,41,9,2,2,9,1,1,1,991,2
16711,97,3,18,9,2,2,10,2,0,1,991,2
52907,53,7,38,27,2,0,0,2,0,1,991,1
34314,75,4,15,19,2,1,4,1,0,1,991,0
81402,76,5,24,18,2,2,12,3,0,1,991,2
56904,29,2,25,29,2,2,12,3,0,1,991,2
37840,68,3,28,21,2,1,5,2,0,1,991,0
28612,92,2,30,15,2,1,5,2,0,3,992,1
26422,20,2,38,13,2,2,9,1,0,3,992,2
46427,56,6,47,23,2,0,0,1,1,1,991,0
44215,18,6,19,23,2,3,13,1,0,1,991,2
84932,92,4,19,24,2,3,14,2,0,1,991,2
20435,96,4,19,10,2,0,0,1,0,1,991,0
88909,87,1,43,36,2,0,0,2,1,1,991,0
46803,54,4,22,24,2,3,15,5,0,1,991,2
44508,11,1,38,23,2,2,9,1,1,1,991,2
51205,71,1,32,27,2,0,0,1,1,1,991,1
3609,9,4,21,3,2,2,12,5,0,1,991,2
22041,19,1,39,10,2,2,12,1,1,1,991,2
8231,14,5,23,6,2,3,14,4,0,1,991,2
45918,78,3,27,23,2,2,8,2,1,1,991,2
36805,68,1,35,20,2,0,0,1,1,1,991,0
22923,24,5,19,10,2,2,11,1,0,1,991,2
55402,11,4,26,28,2,3,17,5,0,1,991,2
35020,88,1,50,20,2,1,5,3,1,1,991,1
16303,5,3,44,9,2,3,17,4,1,1,991,2
11142,63,1,51,8,2,3,14,5,1,1,991,2
48905,83,1,46,24,2,2,8,2,1,1,991,2
36606,41,1,45,20,2,2,12,1,1,1,992,2
18208,57,6,40,9,2,0,0,1,0,1,991,0
87204,29,4,22,17,2,2,12,2,1,3,992,2
81522,61,4,16,18,2,2,8,1,0,1,992,2
25831,20,1,54,12,2,0,0,2,1,96,991,0
20041,40,3,27,9,2,2,9,2,1,1,991,2
58527,98,1,53,30,2,1,4,4,1,1,991,1
45442,29,1,26,23,2,2,8,1,1,1,991,1
57013,7,4,16,29,2,2,9,3,0,1,991,2
16727,74,8,27,9,2,2,9,1,1,1,991,2
33429,97,1,29,19,2,2,8,1,1,1,991,2
63901,17,1,36,35,2,0,0,2,1,1,998,0
6817,93,6,19,5,2,2,10,3,0,1,991,2
10208,16,4,17,8,2,2,10,2,0,1,991,2
1130,61,1,50,1,2,2,9,3,1,2,993,2
16102,84,5,22,9,2,3,16,4,0,1,991,2
43317,47,1,49,23,2,0,0,3,1,1,991,1
90038,31,2,17,36,2,2,7,2,0,1,991,0
80930,19,4,26,12,2,2,8,2,1,96,992,2
50831,31,3,24,27,2,2,8,3,1,1,991,2
46523,32,3,19,23,2,1,3,2,0,1,991,1
87421,73,1,31,17,2,2,10,1,1,1,992,2
4737,99,1,54,3,2,2,10,4,1,4,991,2
41139,40,1,25,22,2,0,0,2,1,1,991,0
30325,4,5,28,18,2,2,10,3,0,1,991,2
16815,64,3,39,9,2,2,10,3,1,1,991,2
92405,65,3,15,9,2,2,8,3,0,1,991,2
43407,27,4,24,23,2,2,8,2,0,1,991,1
22041,92,1,35,10,2,2,10,4,1,1,991,2
26906,2,1,29,13,2,2,11,1,1,3,992,2
51028,52,5,18,27,2,3,13,4,0,1,991,2
232,46,3,35,1,2,2,12,4,1,2,993,2
48905,82,1,28,24,2,3,15,2,1,1,991,2
36030,37,1,51,20,2,1,5,2,1,1,991,2
86937,77,1,36,27,2,2,9,2,1,5,993,2
42724,6,4,17,23,2,2,10,1,0,1,991,2
17424,6,5,19,9,2,2,9,1,0,1,991,2
22645,59,1,24,10,2,0,0,1,1,1,991,0
80527,21,1,44,12,2,0,0,1,1,3,992,0
30005,45,1,38,18,2,2,12,2,1,1,991,2
27227,46,3,26,14,2,2,10,1,0,3,992,2
19338,93,8,30,9,2,3,17,5,1,1,991,2
81005,67,3,35,18,2,0,0,2,1,1,991,0
46502,10,3,29,23,2,1,5,1,1,1,991,1
6229,78,3,19,5,2,2,12,3,0,1,991,2
33012,43,2,35,19,2,0,0,2,1,1,991,0
12133,11,3,18,8,2,2,9,2,0,1,991,2
8427,90,1,44,6,2,2,6,4,1,1,991,2
85841,4,5,19,24,2,2,9,2,0,1,991,2
90138,9,2,17,36,2,2,11,2,0,1,991,2
23411,89,1,26,10,2,0,0,1,1,1,991,0
45434,14,1,42,23,2,2,10,1,1,1,991,2
50302,44,1,40,27,2,1,2,1,1,1,992,0
58022,98,6,27,29,2,2,6,2,1,1,991,2
11220,94,1,42,8,2,0,0,2,1,1,991,2
12831,73,1,48,8,2,2,10,5,1,1,991,2
26713,93,2,30,13,2,0,0,1,0,3,992,0
23506,2,1,53,10,2,0,0,1,1,1,991,0
80315,11,1,40,12,2,1,2,2,1,3,992,1
63230,75,1,51,33,2,2,8,4,1,1,991,2
82223,76,3,23,22,2,2,12,3,1,1,991,2
16510,75,1,37,9,2,3,15,1,1,1,991,2
538,30,1,47,1,2,2,8,1,1,2,993,2
87129,20,1,35,17,2,2,10,2,1,3,992,2
8204,69,3,31,6,2,2,12,4,1,1,991,2
7122,98,1,34,6,2,2,10,5,1,1,991,2
9933,84,3,48,8,2,2,8,3,1,1,991,1
14302,34,1,23,9,2,2,12,2,1,1,991,2
86715,74,2,32,23,2,2,10,3,1,1,991,2
11144,36,3,30,8,2,0,0,2,1,1,991,0
12413,31,3,15,8,2,2,9,3,0,1,992,2
27904,64,2,49,14,2,1,5,1,0,3,992,1
12120,88,4,24,8,2,3,15,5,0,6,991,2
7642,96,1,49,6,2,2,8,5,1,1,991,1
58313,99,5,18,29,2,2,11,3,0,1,991,2
55137,16,1,43,28,2,3,15,3,1,1,991,2
26418,38,3,16,13,2,2,8,1,0,3,992,2
39042,59,6,15,21,2,2,10,1,0,1,992,2
80222,53,1,35,12,2,2,8,3,1,3,992,0
224,87,3,28,1,2,3,15,4,1,2,991,2
6407,77,2,26,5,2,2,10,2,0,1,991,2
44119,21,1,42,23,2,1,4,2,1,1,991,0
14245,5,1,37,9,2,2,7,2,1,1,991,2
3422,19,3,21,2,2,2,10,2,0,1,991,2
16539,91,1,47,9,2,2,9,2,1,1,991,2
90331,57,1,24,36,2,1,4,3,1,1,991,1
16819,60,5,15,9,2,2,9,1,0,1,991,2
49719,59,1,41,27,2,0,0,1,1,1,992,0
89033,11,1,33,36,2,2,10,1,1,1,991,2
8328,37,8,20,6,2,3,13,5,0,1,991,2
21438,69,1,30,10,2,1,5,1,1,1,991,1
82319,44,3,28,22,2,3,15,5,1,1,991,2
22608,21,3,18,10,2,2,9,1,0,1,991,2
17119,88,1,48,9,2,2,10,3,1,1,991,2
46735,96,1,52,23,2,2,10,4,1,1,991,2
21720,83,1,30,10,2,0,0,1,1,1,991,0
23317,31,1,40,10,2,1,3,1,1,1,991,2
88122,8,6,21,3,2,2,12,5,0,4,991,2
42430,37,2,17,23,2,2,11,1,0,1,991,2
24910,45,1,27,12,2,3,17,2,1,96,992,2
57705,21,1,39,29,2,2,7,3,1,3,993,2
60630,80,2,50,33,2,1,3,2,1,1,991,2
22520,4,3,16,10,2,2,9,4,0,1,991,2
2242,89,1,40,1,2,2,12,5,1,1,991,2
36123,3,4,17,20,2,0,0,3,0,1,991,0
18127,12,5,23,9,2,2,12,2,1,1,991,2
3442,29,1,49,2,2,2,7,3,1,1,992,1
27729,28,1,46,14,2,3,15,2,1,1,991,2
36209,67,3,28,20,2,2,12,1,1,1,991,2
82907,94,1,23,22,2,1,5,2,1,1,991,0
15108,58,1,49,9,2,2,9,4,1,1,991,2
2628,52,1,45,2,2,2,10,2,4,1,991,2
84905,82,1,34,24,2,2,6,1,1,1,991,1
23309,75,6,27,10,2,3,15,2,1,1,991,2
20208,90,3,20,9,2,2,8,3,0,1,991,2
41228,20,4,39,22,2,3,17,3,1,1,991,2
22340,62,1,38,10,2,1,5,2,1,1,991,2
60009,66,3,16,32,2,2,10,4,0,1,991,2
51206,66,1,39,27,2,1,5,1,1,1,992,1
26733,17,1,43,13,2,1,3,1,1,3,992,0
57521,10,1,28,29,2,2,10,2,0,1,991,2
11129,78,4,45,8,2,2,12,4,1,1,991,2
46430,51,1,52,23,2,0,0,3,1,1,992,0
45325,83,1,49,23,2,2,10,1,1,1,992,2
17011,97,3,15,9,2,0,0,1,0,2,991,1
46042,77,3,21,23,2,2,10,1,0,1,991,2
92707,98,1,30,9,2,2,9,1,1,1,991,2
40427,83,1,47,22,2,1,5,1,1,1,991,2
46440,31,1,32,23,2,0,0,1,1,1,992,0
18212,45,1,25,9,2,3,15,3,1,1,991,2
40524,29,3,24,22,2,3,18,4,0,1,993,2
22907,32,3,15,10,2,2,9,2,0,1,991,2
10224,30,3,23,8,2,2,11,2,1,1,991,2
60405,71,1,42,33,2,3,15,5,1,1,991,2
55221,96,1,49,28,2,2,6,2,1,1,991,2
14831,28,3,16,9,2,0,0,2,0,1,991,1
50630,98,2,43,27,2,2,11,3,1,1,991,2
24635,32,3,22,12,2,3,13,3,0,5,992,2
6913,22,2,36,6,2,2,10,5,1,1,991,2
92907,27,1,49,9,2,2,12,5,1,1,991,2
26119,51,6,15,13,2,2,7,1,0,3,992,2
31816,85,1,45,18,2,1,4,1,1,2,993,1
1214,61,1,24,1,2,2,9,4,1,2,991,2
58930,80,1,42,32,2,2,9,3,1,1,991,2
58133,84,8,25,29,2,2,10,4,0,1,991,2
6706,90,1,40,5,2,0,0,2,1,1,991,0
37505,71,3,19,21,2,2,12,2,0,1,991,2
36317,19,3,21,20,2,2,8,1,1,1,991,1
92206,2,1,30,9,2,2,7,1,1,1,991,1
18330,52,3,23,9,2,2,12,1,1,1,991,2
37317,44,3,28,21,2,3,17,3,0,1,991,2
33204,64,1,45,19,2,0,0,1,1,1,991,0
10730,59,2,25,8,2,0,0,1,0,1,991,0
23837,37,3,30,10,2,1,3,2,1,1,991,0
611,72,4,25,1,2,3,18,4,0,2,991,2
50709,75,3,31,27,2,2,7,2,0,1,991,1
23645,45,3,34,10,2,3,15,4,0,1,991,2
39507,58,7,22,21,2,2,9,1,0,1,991,2
6234,73,3,36,5,2,2,10,2,1,1,991,2
91612,45,1,35,16,2,1,2,1,1,2,991,1
50224,52,4,16,27,2,2,7,3,0,1,992,0
16719,60,7,24,9,2,3,15,2,0,1,991,2
28718,83,3,28,15,2,2,10,3,1,3,992,2
89302,59,4,19,36,2,2,7,3,0,1,991,1
89009,66,1,45,36,2,1,5,2,1,1,991,2
18330,19,1,48,9,2,2,12,5,1,1,991,2
38711,83,3,33,21,2,2,12,4,1,1,991,2
25512,16,4,16,12,2,1,4,1,0,3,992,2
15309,75,3,28,9,2,2,12,2,1,1,991,2
638,76,4,21,1,2,3,14,4,0,1,991,2
20534,48,1,50,10,2,0,0,2,1,2,991,0
62929,28,2,45,33,2,2,8,3,1,1,991,2
45905,3,3,33,23,2,3,14,1,0,1,991,2
89010,7,1,49,36,2,1,2,3,1,1,991,0
82831,51,1,27,22,2,0,0,1,1,1,992,0
18208,58,3,18,9,2,1,4,2,0,1,991,1
45225,83,1,53,23,2,1,2,2,1,1,991,0
43402,53,1,38,23,2,1,5,1,1,1,991,1
43712,73,4,15,23,2,2,10,1,0,1,991,2
1725,78,1,35,1,2,2,8,3,1,2,991,1
46438,97,1,27,23,2,2,7,1,1,1,992,0
27137,98,1,52,13,2,1,5,2,1,3,992,0
27829,98,1,42,14,2,1,4,2,1,1,991,1
83238,9,3,20,22,2,3,13,3,0,1,993,2
4902,59,1,36,3,2,2,12,5,1,4,991,2
3141,22,3,19,2,2,2,11,5,0,1,991,2
7403,5,1,43,6,2,2,7,5,1,1,991,2
59227,46,3,17,32,2,2,11,4,0,2,991,2
10542,63,6,20,8,2,3,13,5,0,1,991,2
92731,17,1,40,9,2,2,12,2,1,1,991,2
11315,80,7,18,8,2,0,0,1,0,1,991,1
27012,73,3,22,13,2,3,14,2,0,3,992,2
51527,21,1,42,27,2,2,12,3,1,1,991,2
55713,34,3,28,29,2,2,6,2,1,1,991,1
812,68,3,29,1,2,3,17,5,0,2,991,2
17741,28,6,18,9,2,2,12,4,0,1,991,2
29724,63,2,38,17,2,2,10,3,1,3,992,2
4532,31,4,20,3,2,2,12,4,0,4,991,2
2613,34,5,15,2,2,2,9,2,0,1,991,2
35210,28,5,16,20,2,2,9,4,0,1,991,2
15525,23,1,51,9,2,2,11,3,3,1,991,2
15227,74,5,18,9,2,2,8,3,0,1,991,1
48527,30,1,53,24,2,1,5,1,1,1,992,2
63011,32,1,45,33,2,2,9,3,1,1,991,2
93204,15,3,23,19,2,2,12,4,0,1,991,2
52512,16,1,52,27,2,2,12,3,1,1,991,2
24015,64,3,20,10,2,2,12,1,0,1,991,2
62007,12,6,22,33,2,2,12,2,1,1,991,2
3210,87,1,35,2,2,0,0,1,1,1,991,0
27837,58,3,18,14,2,2,8,2,0,96,991,2
53011,90,1,34,27,2,3,16,4,1,6,991,2
37019,24,5,28,21,2,2,9,3,0,1,991,2
16030,91,1,40,9,2,0,0,1,1,1,991,4
50023,21,1,39,27,2,2,9,3,1,1,991,2
89928,84,2,32,36,2,2,7,2,1,1,991,0
12528,99,4,25,8,2,3,14,1,1,1,992,2
1626,92,5,26,1,2,2,12,1,0,2,991,2
37940,3,17,42,21,2,3,14,5,1,1,991,2
15942,29,1,27,9,2,2,8,3,1,2,991,1
90130,98,2,25,36,2,3,17,3,0,2,991,2
45225,90,4,21,23,2,2,9,2,0,2,991,2
18115,84,1,43,9,2,2,7,1,1,1,991,1
47322,33,4,15,24,2,2,10,5,0,1,991,2
59832,9,1,43,32,2,3,17,5,1,1,991,2
49106,86,1,44,24,2,0,0,4,1,1,991,1
50703,54,3,27,27,2,2,12,4,1,1,991,2
13220,2,3,23,9,2,2,11,3,0,1,991,2
12315,80,1,38,8,2,2,8,3,1,1,991,2
22318,41,3,19,10,2,1,2,1,0,2,991,0
44717,9,1,43,23,2,2,9,4,1,1,991,2
13730,63,1,45,9,2,0,0,3,1,2,993,0
19011,89,1,37,9,2,1,5,2,3,1,991,1
47121,40,1,36,24,2,2,10,4,1,2,991,2
35119,79,2,19,20,2,2,10,1,0,1,991,2
89934,67,1,45,36,2,0,0,3,1,1,991,0
17730,84,8,23,9,2,2,12,2,0,1,991,2
11124,48,4,18,8,2,2,11,2,0,1,991,2
10309,75,2,45,8,2,2,8,3,0,1,991,1
84924,87,2,43,24,2,3,14,5,1,1,991,2
37510,89,1,51,21,2,0,0,2,1,1,991,0
33642,45,2,26,19,2,2,8,2,1,2,993,2
1210,14,1,46,1,2,2,7,4,1,2,991,2
12615,84,3,22,8,2,2,7,2,0,1,991,1
1210,53,3,48,1,2,3,17,5,1,2,991,2
42313,11,3,20,23,2,1,5,1,4,1,991,1
39536,23,1,28,21,2,1,5,1,1,1,992,1
1116,85,5,17,1,2,2,10,2,0,2,993,2
38425,78,1,41,21,2,2,10,2,1,1,991,2
18712,25,3,15,9,2,2,9,2,0,1,991,2
27012,31,1,29,13,2,2,12,5,1,3,992,2
30735,1,5,17,18,2,2,11,1,0,1,991,2
87627,98,1,31,17,2,2,10,2,1,3,992,2
60719,64,3,40,33,2,2,9,1,1,1,991,2
42225,42,3,44,23,2,3,17,5,1,1,991,2
11234,67,1,24,8,2,2,8,4,1,1,992,1
41845,96,1,22,23,2,3,13,2,1,1,991,2
46035,79,1,36,23,2,2,7,1,1,1,992,2
7308,80,3,36,6,2,2,12,3,1,1,991,2
12914,34,3,36,8,2,2,8,1,1,1,991,2
33117,21,3,26,19,2,2,7,2,0,2,991,2
36708,98,3,19,20,2,2,7,1,0,3,992,1
45511,97,1,50,23,2,2,9,4,1,1,991,2
20903,7,3,15,10,2,2,9,2,0,1,991,2
45437,72,1,16,23,2,2,9,1,0,1,991,2
41914,37,6,32,23,2,0,0,2,0,1,991,0
57709,14,3,32,29,2,3,15,3,1,1,991,2
85208,67,1,26,24,2,0,0,2,1,1,992,0
57805,83,1,42,29,2,0,0,2,5,1,991,0
24531,29,4,32,12,2,3,15,4,1,5,992,2
28402,51,2,35,15,2,2,9,3,1,3,992,2
42712,16,1,37,23,2,0,0,1,1,1,991,0
39634,56,1,35,21,2,2,8,2,1,1,991,2
61617,25,3,35,33,2,3,15,3,1,1,991,2
83231,57,4,16,22,2,2,8,2,0,1,991,2
4602,76,3,46,3,2,2,10,5,1,4,991,2
88442,55,5,26,36,2,3,18,4,0,1,991,2
92510,45,8,29,9,2,3,17,5,1,1,991,2
37511,1,3,21,21,2,2,9,3,0,1,991,2
19942,52,3,16,9,2,2,10,2,0,1,991,2
43311,97,2,33,23,2,3,17,3,1,1,991,2
23322,79,6,40,10,2,2,10,4,1,1,991,2
45622,94,8,26,23,2,3,15,1,0,96,992,2
27919,24,1,50,14,2,2,9,1,1,3,992,2
42513,49,1,31,23,2,2,10,2,1,1,991,2
19714,62,4,16,9,2,2,8,2,0,1,991,1
32527,46,1,37,18,2,0,0,1,1,1,991,0
29103,71,3,23,16,2,2,9,2,1,1,992,2
32516,62,6,25,18,2,0,0,1,4,2,993,0
19206,61,1,45,9,2,1,5,1,1,1,991,1
81413,7,3,18,18,2,2,7,2,0,1,991,1
45240,76,5,30,23,2,3,15,5,1,1,991,2
82810,24,4,26,22,2,3,15,4,0,1,991,2
92913,49,8,24,9,2,2,12,4,0,2,991,2
10339,90,7,18,8,2,3,13,3,0,1,991,2
8613,37,1,45,6,2,2,10,5,1,1,991,2
31722,39,9,18,18,2,2,8,1,0,2,993,1
37940,67,2,36,21,2,1,4,2,4,1,991,0
52140,35,1,34,27,2,2,10,4,1,1,991,2
39911,92,6,20,21,2,0,0,1,0,1,992,0
7242,5,1,42,6,2,2,9,3,1,1,991,2
19915,17,1,35,9,2,2,7,1,1,1,991,1
85107,62,3,18,24,2,2,9,2,0,1,998,2
81234,12,1,48,18,2,2,7,1,1,2,993,1
17317,92,3,46,9,2,2,8,1,1,1,991,1
81310,97,1,37,18,2,1,4,2,1,2,993,1
92738,91,1,40,9,2,0,0,3,1,1,991,0
33019,30,4,19,19,2,2,12,3,0,2,993,2
61210,86,3,29,33,2,2,10,3,1,1,991,2
33916,4,4,31,19,2,2,8,1,1,1,993,0
36123,83,6,27,20,2,1,4,3,1,1,991,2
